combo_id,k,strategies,method,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret
2573,3,bh_tlt+bh_ief+barbell_iei_tlt,max_sharpe,-0.015810708632839267,-0.015438520724075101,-0.02924358735748178,0.29971594917757566,-0.7954503403493279,-0.03676356131124319,-0.3817620599233772
2573,3,bh_tlt+bh_ief+barbell_iei_tlt,risk_parity,-0.05575130129906037,-0.054197501421576706,0.0003535784960848609,0.15016299871756988,-0.5401683241316654,0.0006545709555502862,0.005744236152191773
2570,3,bh_tlt+bh_ief+bh_50_50,equal_weight,-0.0446413927385477,-0.043364888375324796,-0.006755457918961483,0.19103386738226308,-0.6212559711920518,-0.010873872014460101,-0.10400987194695233
2570,3,bh_tlt+bh_ief+bh_50_50,min_variance,-0.06446436065139005,-0.06311011532175624,0.0026342484110435382,0.13274900870045633,-0.48834772459058284,0.005394206378768364,0.043546469101099605
2570,3,bh_tlt+bh_ief+bh_50_50,max_sharpe,-0.01581070863283938,-0.015438520724075212,-0.02924358735748167,0.29971594917757566,-0.7954503403493277,-0.03676356131124306,-0.3817620599233761
2570,3,bh_tlt+bh_ief+bh_50_50,risk_parity,-0.05525034443823238,-0.053604056359383666,-0.0031989119804632926,0.16713827951492627,-0.5721850346764679,-0.005590694944113773,-0.0505886020831714
2576,3,bh_tlt+bh_50_50+barbell_iei_tlt,equal_weight,-0.04769241320616871,-0.04637142334878281,-0.006217289702114881,0.18628403530820076,-0.6110561011868132,-0.010174662670153291,-0.09611157447848317
2576,3,bh_tlt+bh_50_50+barbell_iei_tlt,min_variance,-0.0846740011920565,-0.08250383427550062,0.0039193594877215965,0.11368934591688107,-0.44679685071460107,0.008772128723497098,0.06543038432498371
2576,3,bh_tlt+bh_50_50+barbell_iei_tlt,max_sharpe,-0.015810708632839333,-0.015438520724075165,-0.02924358735748178,0.29971594917757566,-0.7954503403493277,-0.036763561311243205,-0.3817620599233772
2576,3,bh_tlt+bh_50_50+barbell_iei_tlt,risk_parity,-0.06158188769988694,-0.05991755222233546,-0.002094853980528888,0.15747557390403885,-0.550875706829007,-0.003802770669607936,-0.0334064798329855
15227,4,bh_tlt+bh_ief+bh_50_50+barbell_iei_tlt,equal_weight,-0.05148597202999913,-0.050030702199404746,-0.0034138214018852864,0.17097174309319857,-0.5825171058876614,-0.005860465499434866,-0.05389967426993447
