spread,window,mapping,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
10s30s,15,bull_bear,-0.14344196126654338,-0.15050235879857407,-0.0018867378921565425,0.11025424370838424,-0.20371255022942505,-0.009261765610570686,-0.03177636799192862,274
10s30s,15,steep_flat,-0.2606219068638553,-0.26473394378334925,-0.01163814380242334,0.10177334347871712,-0.29793847898833503,-0.03906223809002864,-0.18140850052761104,309
10s30s,15,full_4,-0.18025625702274073,-0.1857251922535474,-0.0004367929319573083,0.09061672025261576,-0.20246751418457598,-0.002157348223078956,-0.007442609700119784,463
10s30s,15,directional,-0.24790174693233574,-0.2535810614544258,-0.01476157459662375,0.11432021281575078,-0.3301752368425143,-0.04470830319617418,-0.22453524285877047,385
10s30s,21,bull_bear,-0.3426035932496207,-0.35597966572109735,-0.023593939074007864,0.11031479090085029,-0.44449069504728667,-0.053080839119698214,-0.33520275899541063,260
10s30s,21,steep_flat,-0.38313262271916393,-0.38197214262773915,-0.025588834378375558,0.10535508996677102,-0.5403500526278808,-0.0473560319906134,-0.358049648511062,247
10s30s,21,full_4,-0.261972963714209,-0.2627605546337346,-0.008128225286777035,0.09150613370829958,-0.29626217786256254,-0.027435919581161518,-0.1302540631932263,384
10s30s,21,directional,-0.33388350604606415,-0.3368502128168285,-0.024381135687059685,0.11427735833364239,-0.4460180544774222,-0.05466401066572492,-0.34430821598806505,335
10s30s,42,bull_bear,0.0010185354266535767,0.0010525497988200837,0.014155169735352802,0.11008624217571801,-0.24622705570993927,0.05748827924104284,0.27168792193495395,166
10s30s,42,steep_flat,-0.27233394322552656,-0.2711329854460557,-0.014148193480770455,0.10536400845854776,-0.41545339629551425,-0.034054826863677314,-0.21623855236654121,206
10s30s,42,full_4,-0.1055165524807464,-0.10402229794302253,0.006176358762161938,0.09149173222416178,-0.28173370532009817,0.021922683177522287,0.11102834624113034,310
10s30s,42,directional,0.048891862164058414,0.04945155842218242,0.019115967121611455,0.11616275375168987,-0.2876370208129202,0.06645864662200254,0.38234719622204927,240
10s30s,63,bull_bear,-0.1506517969183396,-0.154449387281412,-0.0027263178090483065,0.11042998377821185,-0.4084696576544247,-0.006674468367378313,-0.04560870971438746,150
10s30s,63,steep_flat,-0.4094067087295105,-0.4018820272719719,-0.02700966134944549,0.10280985800536012,-0.5167201383983298,-0.052271354147657115,-0.3738689147867118,151
10s30s,63,full_4,-0.3147439070521192,-0.3125661681002812,-0.012133672813949281,0.08958182174652933,-0.4109326523024191,-0.029527156690920986,-0.18839797402720615,254
10s30s,63,directional,-0.15281872445809144,-0.154161062605997,-0.004454501330216631,0.11604888092904082,-0.480424939677357,-0.00927200268414079,-0.07349755019766235,206
10s30s,126,bull_bear,-0.2247395973249121,-0.22725525442393718,-0.010326635551252239,0.10883707481871728,-0.40027469695350076,-0.025798871699481585,-0.16263508387250936,102
10s30s,126,steep_flat,-0.47193803678237906,-0.46254242200125045,-0.032892061906098835,0.10217265556068539,-0.5490646126287266,-0.059905630684562436,-0.43554004206909436,113
10s30s,126,full_4,-0.3815572824879899,-0.37203157064616404,-0.01715764941542597,0.08769295131996867,-0.38379580048907913,-0.04470515152474731,-0.256159186138869,194
10s30s,126,directional,-0.20568956447042006,-0.20435000335928216,-0.010423444487880351,0.11566564089683438,-0.4245995792652047,-0.02454888086775487,-0.16403458209141997,154
