method,base_signal,yc_component,param,thresholds,sharpe,sortino,ann_ret,vol,mdd,calmar,excess,n_events,eq_final
C_momentum,z_std,10Y2Y+5Y2Y,"win=63,k=0.7",optimized,0.1702158906364583,0.19965361789123334,0.03755995387603961,0.10316283521110024,-0.23607758712951132,0.1591000413581589,0.053681097524200916,74,1.8763103562243229
C_momentum,z_move,10Y-5Y,"win=126,k=0.3",baseline,0.1697816502975821,0.20028267640291814,0.036792318595082474,0.09890537973715065,-0.23607758712951155,0.15584841849005474,0.05291346224324378,24,1.8527579167254806
C_momentum,z_move,5Y2Y+30Y10Y,"win=21,k=0.3",baseline,0.169731420004806,0.2002453240895144,0.036787534642291675,0.0989064643530133,-0.23607758712951155,0.1558281541657325,0.05290867829045298,26,1.8526120129282055
A_blend,z_std,butterfly,w_rr=0.8,optimized,0.1677110548762187,0.2042739043314303,0.036727740588836655,0.09974143088648972,-0.236077587129513,0.1555748728009817,0.05284888423699796,12,1.8507892910844632
C_momentum,z_move,5Y2Y+30Y10Y,"win=63,k=0.5",optimized,0.16661749110984841,0.20386374007811273,0.03743180629672982,0.10462170676449144,-0.23607758712951132,0.15855722159763885,0.053552949944891126,44,1.8723590570427602
A_blend,z_move,10Y-5Y,w_rr=0.8,baseline,0.16633474380028052,0.2025994214476618,0.03659029965059757,0.09974043468944574,-0.236077587129513,0.15499268734275906,0.052711443298758875,8,1.8466060317457713
C_momentum,z_std,5Y2Y+30Y10Y,"win=126,k=0.2",optimized,0.1663096725929592,0.1948790895969588,0.03625818936742009,0.09775853150292588,-0.23607758712951366,0.15358590287323048,0.0523793330155814,35,1.836534376257073
C_momentum,z_std,10Y-5Y,"win=63,k=0.2",optimized,0.16604404248948398,0.19760682854070896,0.036375456856232,0.09862116466641134,-0.23607758712951288,0.15408263570686326,0.05249660050439331,31,1.84008473705048
C_momentum,z_std,10Y-2Y,"win=63,k=0.2",optimized,0.16573889639093028,0.19914603107813367,0.036762664990273475,0.10113899244710294,-0.23607758712951288,0.1557228089174995,0.05288380863843478,37,1.8518536979580107
A_blend,z_std,10Y-5Y,w_rr=0.7,optimized,0.1656443498774541,0.2018626997043635,0.03652511640134337,0.0997626324928612,-0.236077587129513,0.1547165779075231,0.05264626004950468,10,1.8446251769851956
C_momentum,z_move,30Y-10Y,"win=126,k=0.3",optimized,0.1655097129272546,0.20048132861117424,0.03664944085394728,0.10059494732653604,-0.23607758712951155,0.15524320330265615,0.052770584502108586,19,1.8484050072082598
C_momentum,z_std,10Y2Y+5Y2Y,"win=63,k=0.3",optimized,0.1622922012141474,0.1953530514711215,0.0364082155523926,0.10110292071731575,-0.23607758712951288,0.15422139812204597,0.052529359200553905,42,1.8410776850387194
C_momentum,z_move,10Y-3M,"win=21,k=0.3",baseline,0.15746737539136363,0.18798456625148816,0.036209396114011305,0.10293812336507843,-0.23607758712951132,0.1533792197484082,0.05233053976217261,29,1.8350590248026455
C_momentum,z_std,30Y-2Y,"win=21,k=0.2",optimized,0.15699243180525246,0.1820105202975566,0.034953858253469194,0.0952520964323892,-0.23607758712951155,0.14806089251621163,0.0510750019016305,31,1.7974771117748234
C_momentum,z_std,10Y2Y+30Y10Y,"win=21,k=0.2",optimized,0.15699243180525246,0.1820105202975566,0.034953858253469194,0.0952520964323892,-0.23607758712951155,0.14806089251621163,0.0510750019016305,31,1.7974771117748234
C_momentum,z_std,full_3seg,"win=21,k=0.2",optimized,0.15699243180525246,0.1820105202975566,0.034953858253469194,0.0952520964323892,-0.23607758712951155,0.14806089251621163,0.0510750019016305,31,1.7974771117748234
C_momentum,z_move,10Y2Y+10Y3M,"win=63,k=0.7",optimized,0.15685769030181096,0.1822582703413544,0.036097571984659016,0.10262532843423594,-0.2360775871295131,0.15290554441686896,0.05221871563282032,82,1.831682029483123
C_momentum,z_std,10Y-5Y,"win=21,k=0.3",optimized,0.15594219344120386,0.18080222147854916,0.034853816065174126,0.0952520657648347,-0.23607758712951188,0.1476371242563292,0.05097495971333543,29,1.7945139371953327
C_momentum,z_std,10Y2Y+5Y2Y,"win=63,k=0.2",baseline,0.15567233077551546,0.18050729082846245,0.034828179168003626,0.09525250308859537,-0.23607758712951366,0.14752852903777208,0.05094932281616493,27,1.7937553320904762
C_momentum,z_std,10Y-2Y,"win=63,k=0.2",baseline,0.15567233077551546,0.18050729082846245,0.034828179168003626,0.09525250308859537,-0.23607758712951366,0.14752852903777208,0.05094932281616493,28,1.7937553320904762
C_momentum,z_move,10Y-2Y,"win=63,k=0.7",optimized,0.15521743730658305,0.17925249337867438,0.035875422653334654,0.1022786030282008,-0.28194618217961864,0.12724209413298457,0.05199656630149596,69,1.82499065361499
