signal,change_win,z_win,group,tl,ts,sharpe,sortino,ann_ret,vol,mdd,calmar,total_ret,n_trades
k0.00,10,252,all_6,-3.0,3.0,-0.2072504184931799,-0.2079453853456087,-0.01109100624802084,0.11718349953018478,-0.42288256240338695,-0.026227154378243547,-0.17362526680892798,10
k0.00,10,252,all_6,-2.5,0.5,-0.18395854995224917,-0.18166244958627767,-0.017266231907772323,0.14570256065900958,-0.47085636119233915,-0.03666984951429652,-0.2575631170119119,33
k0.00,10,252,all_6,-2.5,1.0,-0.16300815278971423,-0.16103577003410074,-0.013407246388665639,0.14287975428437527,-0.45077645403235017,-0.02974256145975065,-0.2061049268644498,29
k0.00,10,252,all_6,-2.5,1.5,-0.21655524661746217,-0.21360062958474196,-0.020285503025130547,0.14104879434460868,-0.47539035348106373,-0.04267125505721601,-0.2956166165230172,29
k0.00,10,252,all_6,-2.5,2.0,-0.18150555073485242,-0.18427654039440772,-0.012231983701331717,0.13083605132543016,-0.45495139258074857,-0.02688635291771457,-0.189777959893771,21
k0.00,10,252,all_6,-2.5,2.5,-0.19058649435572636,-0.19717586885373029,-0.007154696371467817,0.11055188581989478,-0.44425502050732657,-0.016104930819458962,-0.11554122953455626,14
k0.00,10,252,all_6,-2.5,3.0,-0.2455503834763696,-0.25972069692308647,-0.010948514711115798,0.10418520016127765,-0.3908007106910443,-0.028015595702873163,-0.17158686628047237,12
k0.00,10,252,all_6,-2.0,0.5,-0.18688005792328302,-0.1861237839698707,-0.01645831409224352,0.14193313352137665,-0.4671749084517404,-0.03522944788877436,-0.24705697662419535,59
k0.00,10,252,all_6,-2.0,1.0,-0.2163308743193856,-0.21502593623726785,-0.018791922617124368,0.1368557799840736,-0.4469552977711514,-0.042044299979963874,-0.2770277964457496,53
k0.00,10,252,all_6,-2.0,1.5,-0.32295268701769875,-0.3177244486441565,-0.03124209317017823,0.13286969928214493,-0.5038019329332923,-0.062012650464195324,-0.41884511986258766,53
k0.00,10,252,all_6,-2.0,2.0,-0.34103292743132796,-0.340843676070756,-0.026390600318230262,0.11699814688903759,-0.45495139258074924,-0.058007516294273566,-0.3670220486959652,37
k0.00,10,252,all_6,-2.0,2.5,-0.32282908188433673,-0.3289016841209879,-0.016418240738187206,0.09827511982623598,-0.4442550205073266,-0.03695679278860606,-0.24653223751789677,23
